3.00E-002 1 0.3665745524 0.0299997233 0.0491875079 0.0229982943 0.0299972829 0.116437538 0.7428571429 0.0966011622 0.5578947368 0.6464646465 0.7727272727 0.4576271186 0.3096085409 0.2604166667 0.7727272727 0.064511348 0.1054009877 0.0299997233
0.0075914432 0.2473 0.0765349033 0.0082291999 0.0242819708 0.0144885606 0.0082267048 0.0502518146 0.7857142857 0.1316379584 0.7263157895 0.6868686869 0.6363636364 0.6779661017 0.4911032028 0.3333333333 0.6363636364 0.0256107304 0.06146194 0.0082291999
0.0209918815 0.2473 0.3665745524 0.0360691041 0.1064294145 0.021223389 0.0351785975 0.0424598666 0.7714285714 0.1903504921 0.7052631579 0.8484848485 0.5454545455 0.6033898305 0.5409252669 0.1458333333 0.5454545455 0.1566992923 0.0526741304 0.0262889101
0.0246951473 0.2473 0.0765349033 0.0564521607 0.0728681825 0.0564497869 0.0564497869 0.056168695 0.9142857143 0.4381743759 0.7578947368 0.797979798 0.9090909091 0.7491525424 0.6298932384 0.2395833333 0.9090909091 0.0799761678 0.0579468162 0.0564521607
0.0347608853 0.574 0.3665745524 0.0347608853 0.0521457364 0.0347584569 0.0347584569 0.0424598666 0.6428571429 0.1142572427 0.5368421053 0.5454545455 0.6818181818 0.5966101695 0.3451957295 0.421875 0.6818181818 0.1067716136 0.0913404925 0.0347608853
0.0295305255 0.2473 0.3665745524 0.0295305255 0.0530365454 0.029528084 0.029528084 0.056168695 0.5 0.0914087284 0.5578947368 0.4949494949 0.7727272727 0.5898305085 0.3096085409 0.4635416667 0.7727272727 0.1137390795 0.1141887973 0.0295305255
0.0301884087 0.2473 0.3665745524 0.0301884087 0.089793555 0.0115450607 0.0301859688 0.0358512946 0.7285714286 0.0563267904 0.6421052632 0.7272727273 0.5454545455 0.5627118644 0.4306049822 0.2447916667 0.5454545455 0.0441333568 0.0087350827 0.0301884087
0.0044014018 0.574 0.3665745524 0.0044014018 0.012987254 0.0043988971 0.0043988971 0.0076086081 0.3571428571 0.0087766915 0.2105263158 0.1111111111 0.3636363636 0.1457627119 0.0177935943 0.2083333333 0.3636363636 0.0038163494 0.0350985113 0.0044014018
0.0396226795 0.574 0.3665745524 0.0396226795 0.0718474638 0.0396202634 0.0396202634 0.0715275829 0.7 0.064575323 0.6736842105 0.7474747475 0.6363636364 0.5966101695 0.4661921708 0.2447916667 0.6363636364 0.0461224083 0.0175228922 0.0396226795
0.0039825202 0.2473 0.5076294605 0.0039825202 0.0426363495 0.0062442451 0.0020013283 0.056168695 0.7857142857 0.1671656715 0.5578947368 0.595959596 0.6818181818 0.4813559322 0.3024911032 0.3072916667 0.6818181818 0.0134762608 0.0315833875 0.0039825202
0.0094694921 0.2473 0.3665745524 0.0037724504 0.0420313416 0.0037699441 0.0037699441 0.0129226889 0.6571428571 0.007057918 0.5157894737 0.4444444444 0.5454545455 0.3288135593 0.1565836299 0.2864583333 0.5454545455 0.0132221821 0.0702497495 0.0037724504
0.0337105364 0.574 0.0765349033 0.0337105364 0.0994699686 0.0337081054 0.0171037471 0.0102031462 0.2857142857 0.0073581109 0.2947368421 0.0303030303 0.1818181818 0.1186440678 0.0035587189 0.1875 0.1818181818 0.0152442245 0.0087350827 0.0337105364
0.0030416089 0 0.1441787817 0.0030416089 0.0089749015 0.0030391007 0.0030391007 0.0046446122 0.7428571429 0.0349611837 0.9157894737 0.9191919192 0.6363636364 0.4711864407 0.4590747331 0.0625 0.6363636364 0.0075593312 0.010844157 0.0030416089
0.0418290409 0.574 0.3665745524 0.0321167736 0.094767239 0.0321143386 0.0321143386 0.116437538 0.6 0.0944140427 0.4947368421 0.4141414141 0.5909090909 0.4949152542 0.2135231317 0.4583333333 0.5909090909 0.1485451414 0.0526741304 0.0321167736
0.0163049358 0.574 0.0765349033 0.0163049358 0.0522496641 0.0160974223 0.016302461 0.0435710178 0.8285714286 0.1993754634 0.3789473684 0.2727272727 0.6818181818 0.6237288136 0.1779359431 0.7083333333 0.6818181818 0.1559781719 0.0948556163 0.0163049358
0.0162835514 1 1 0.0162835514 0.0579137251 0.0162810766 0.0144470497 0.019914608 0.6 0.025471252 0.5789473684 0.5151515152 0.4545454545 0.3355932203 0.1850533808 0.2552083333 0.4545454545 0.0443687242 0.0649770638 0.0162835514
