2.3850 0.5659 0.0201 2.3850 1.3253 1.8286 2.3850 4.1929 7.0000 85748.0000 53.0000 64.0000 3.8000 137.0000 87.0000 50.0000 3.8000 262242.0000 60000000.0000 2.3850
0.6036 -0.1868 -0.2213 0.6543 0.6543 1.1521 0.6543 1.8103 7.3000 116794.0000 69.0000 68.0000 3.5000 202.0000 138.0000 64.0000 3.5000 104238.0000 35000000.0000 0.6543
1.6689 -0.1868 0.0201 2.8675 2.8675 1.6875 2.7969 1.5298 7.2000 168819.0000 67.0000 84.0000 3.3000 180.0000 152.0000 28.0000 3.3000 636685.0000 30000000.0000 2.0900
1.9633 -0.1868 -0.2213 4.4879 1.9633 4.4879 4.4879 2.0233 8.2000 388415.0000 72.0000 79.0000 4.1000 223.0000 177.0000 46.0000 4.1000 325056.0000 33000000.0000 4.4879
2.7635 0.1399 0.0201 2.7635 1.4050 2.7635 2.7635 1.5298 6.3000 101393.0000 51.0000 54.0000 3.6000 178.0000 97.0000 81.0000 3.6000 433892.0000 52000000.0000 2.7635
2.3477 -0.1868 0.0201 2.3477 1.4290 2.3477 2.3477 2.0233 5.3000 81147.0000 53.0000 49.0000 3.8000 176.0000 87.0000 89.0000 3.8000 462192.0000 65000000.0000 2.3477
2.4000 -0.1868 0.0201 2.4000 2.4193 0.9181 2.4000 1.2919 6.9000 50061.0000 61.0000 72.0000 3.3000 168.0000 121.0000 47.0000 3.3000 179472.0000 5000000.0000 2.4000
0.3500 0.1399 0.0201 0.3500 0.3500 0.3500 0.3500 0.2752 4.3000 7927.0000 20.0000 11.0000 2.9000 45.0000 5.0000 40.0000 2.9000 15715.0000 20000000.0000 0.3500
3.1500 0.1399 0.0201 3.1500 1.9358 3.1500 3.1500 2.5762 6.7000 57370.0000 64.0000 74.0000 3.5000 178.0000 131.0000 47.0000 3.5000 187551.0000 10000000.0000 3.1500
0.3167 -0.1868 0.1375 0.3167 1.1488 0.4967 0.1594 2.0233 7.3000 148275.0000 53.0000 59.0000 3.6000 144.0000 85.0000 59.0000 3.6000 54951.0000 18000000.0000 0.3167
0.7529 -0.1868 0.0201 0.3000 1.1325 0.3000 0.3000 0.4665 6.4000 6404.0000 49.0000 44.0000 3.3000 99.0000 44.0000 55.0000 3.3000 53919.0000 40000000.0000 0.3000
2.6800 0.1399 -0.2213 2.6800 2.6800 2.6800 1.3600 0.3686 3.8000 6670.0000 28.0000 3.0000 2.5000 37.0000 1.0000 36.0000 2.5000 62132.0000 5000000.0000 2.6800
0.2419 -0.4341 -0.1650 0.2419 0.2419 0.2419 0.2419 0.1685 7.0000 31129.0000 87.0000 91.0000 3.5000 141.0000 129.0000 12.0000 3.5000 30918.0000 6200000.0000 0.2419
3.3254 0.1399 0.0201 2.5533 2.5533 2.5533 2.5533 4.1929 6.0000 83810.0000 47.0000 41.0000 3.4000 148.0000 60.0000 88.0000 3.4000 603565.0000 30000000.0000 2.5533
1.2963 0.1399 -0.2213 1.2963 1.4078 1.2800 1.2963 1.5698 7.6000 176816.0000 36.0000 27.0000 3.6000 186.0000 50.0000 136.0000 3.6000 633756.0000 54000000.0000 1.2963
1.2946 0.5659 0.5473 1.2946 1.5604 1.2946 1.1488 0.7182 6.0000 22720.0000 55.0000 51.0000 3.1000 101.0000 52.0000 49.0000 3.1000 180428.0000 37000000.0000 1.2946
0.1750 0.1399 0.5473 0.1750 0.4260 0.6806 2.3125 1.8447 6.8000 34306.0000 55.0000 66.0000 3.3000 148.0000 97.0000 51.0000 3.3000 90224.0000 20000000.0000 0.1750
0.0236 0.1399 0.0201 0.0236 0.0236 0.0236 0.0236 0.0236 6.1000 3126.0000 40.0000 37.0000 3.3000 19.0000 7.0000 12.0000 3.3000 2053.0000 2500000.0000 0.0236
