2.385 0.5658636704 0.0200529859 2.385 1.3253333334 1.8286111111 2.385 4.192943508 7 85748 53 64 3.8 137 87 50 3.8 262242 60000000 143100000 2.385
0.6036134454 -0.186793297 -0.2213229159 0.6542857143 0.6542857143 1.1520982143 0.6542857143 1.8103150217 7.3 116794 69 68 3.5 202 138 64 3.5 104238 35000000 22900000 0.6542857143
1.6689285714 -0.186793297 0.0200529859 2.8674637681 2.8674637681 1.6875 2.7969038462 1.5297647629 7.2 168819 67 84 3.3 180 152 28 3.3 636685 30000000 62700000 2.09
1.9632929293 -0.186793297 -0.2213229159 4.4878787879 1.9632929293 4.4878787879 4.4878787879 2.0232608236 8.2 388415 72 79 4.1 223 177 46 4.1 325056 33000000 148100000 4.4878787879
2.7634615385 0.1398895886 0.0200529859 2.7634615385 1.4050320513 2.7634615385 2.7634615385 1.5297647629 6.3 101393 51 54 3.6 178 97 81 3.6 433892 52000000 143700000 2.7634615385
2.3476923077 -0.186793297 0.0200529859 2.3476923077 1.4290185677 2.3476923077 2.3476923077 2.0232608236 5.3 81147 53 49 3.8 176 87 89 3.8 462192 65000000 152600000 2.3476923077
2.4 -0.186793297 0.0200529859 2.4 2.4192916667 0.9181428571 2.4 1.2919222269 6.9 50061 61 72 3.3 168 121 47 3.3 179472 5000000 12000000 2.4
0.35 0.1398895886 0.0200529859 0.35 0.35 0.35 0.35 0.275170068 4.3 7927 20 11 2.9 45 5 40 2.9 15715 20000000 7000000 0.35
3.15 0.1398895886 0.0200529859 3.15 1.9358333334 3.15 3.15 2.5761696429 6.7 57370 64 74 3.5 178 131 47 3.5 187551 10000000 31500000 3.15
0.3166666667 -0.186793297 0.1375335877 0.3166666667 1.1487507627 0.4966666667 0.1594433334 2.0232608236 7.3 148275 53 59 3.6 144 85 59 3.6 54951 18000000 5700000 0.3166666667
0.7528571429 -0.186793297 0.0200529859 0.3 1.1325 0.3 0.3 0.4665331705 6.4 6404 49 44 3.3 99 44 55 3.3 53919 40000000 12000000 0.3
2.68 0.1398895886 -0.2213229159 2.68 2.68 2.68 1.36 0.3685945326 3.8 6670 28 3 2.5 37 1 36 2.5 62132 5000000 13400000 2.68
0.2419354839 -0.4341363296 -0.1649694677 0.2419354839 0.2419354839 0.2419354839 0.2419354839 0.1685095773 7 31129 87 91 3.5 141 129 12 3.5 30918 6200000 1500000 0.2419354839
3.3254166667 0.1398895886 0.0200529859 2.5533333333 2.5533333333 2.5533333333 2.5533333333 4.192943508 6 83810 47 41 3.4 148 60 88 3.4 603565 30000000 76600000 2.5533333333
1.2962962963 0.1398895886 -0.2213229159 1.2962962963 1.4078148148 1.2800231482 1.2962962963 1.5697676824 7.6 176816 36 27 3.6 186 50 136 3.6 633756 54000000 70000000 1.2962962963
1.2945945946 0.5658636704 0.5472955525 1.2945945946 1.5604204204 1.2945945946 1.1487507627 0.7182063882 6 22720 55 51 3.1 101 52 49 3.1 180428 37000000 47900000 1.2945945946
0.175 0.1398895886 0.5472955525 0.175 0.4259615385 0.6805555556 2.3125 1.8446869313 6.8 34306 55 66 3.3 148 97 51 3.3 90224 20000000 3500000 0.175
0.02364 0.1398895886 0.0200529859 0.02364 0.02364 0.02364 0.02364 0.02364 6.1 3126 40 37 3.3 19 7 12 3.3 2053 2500000 59100 0.02364
1.75 0.0577651268 -0.2213229159 1.75 1.5604204204 1.3 1.75 1.75 6.6 3845 63 78 3.3 99 77 22 3.3 52183 10000000 17500000 1.75
0.9423529412 0.1398895886 0.1375335877 0.9423529412 0.7141353697 0.9423529412 0.3517988262 4.192943508 5.9 180711 35 16 3.1 164 26 138 3.1 318566 85000000 80100000 0.9423529412
0.7022222222 0.1398895886 -0.2213229159 0.7022222222 1.44 1.5466666667 1.5466666667 0.8374358975 7.2 141586 70 82 3.6 194 159 35 3.6 101407 15000000 23200000 1.5466666667
0.6666666667 -0.186793297 0.1375335877 0.6666666667 1.181 0.6666666667 0.6666666667 1.2919222269 5.9 61446 36 19 3.1 142 27 115 3.1 89752 60000000 40000000 0.6666666667
5.215 -0.186793297 -0.2213229159 9.4133333333 5.1453333333 9.4133333333 9.4133333333 2.8377380952 8.1 449684 86 94 4 229 215 14 4 1149320 15000000 141200000 9.4133333333
0.8917647059 0.1398895886 0.1375335877 0.8917647059 0.8917647059 0.8917647059 0.8917647059 1.5297647629 7 160848 78 87 3.5 213 185 28 3.5 818667 85000000 75800000 0.8917647059
0.04 0.1398895886 -0.2213229159 0.04 0.04 0.04 0.04 0.0889655173 7.5 5587 80 94 3.7 83 78 5 3.7 12135 2500000 100000 0.04
0.24 0.5658636704 0.0221696157 0.24 0.336 1.02375 0.24 1.5297647629 7.1 12012 58 61 3.1 115 70 45 3.1 819577 40000000 9600000 0.24
0.82 -0.186793297 -0.1649694677 0.82 1.2628571429 0.82 1.2546454183 2.5761696429 6.1 35153 32 16 3.3 146 23 123 3.3 224635 35000000 28700000 0.82
2.9248095238 0.1398895886 0.0200529859 2.9248095238 2.9248095238 2.095 2.095 1.2126902564 3.6 4976 45 32 3.5 57 18 39 3.5 200139 20000000 41900000 2.095
1.3690769231 -0.186793297 0.0200529859 1.2927179487 1.2927179487 0.9455769231 2.8218269231 1.3863307692 6.8 150444 51 55 3.6 181 100 81 3.6 359482 65000000 100500000 1.5461538462
0.72 0.1398895886 -0.2213229159 0.72 0.72 0.72 0.72 0.723 7.8 81201 55 63 3.9 135 85 50 3.9 110177 12500000 9000000 0.72
0.0125 0.5658636704 0.3175288209 0.0125 0.0125 0.0125 0.0125 0.3685945326 4.4 2111 27 12 2.6 43 5 38 2.6 2266 40000000 500000 0.0125
5.8333333333 -0.186793297 -0.1933052584 5.8333333333 5.8333333333 5.8333333333 5.8333333333 1.5297647629 6.1 71558 47 45 3.1 150 68 82 3.1 309237 9000000 52500000 5.8333333333
1.0876156156 0.1398895886 0.0200529859 1.0876156156 1.5966666667 0.66 0.66 1.1073333333 6.7 50904 72 85 3.3 179 152 27 3.3 431397 20000000 13200000 0.66
0.6293333333 0.5658636704 0.1375335877 0.6293333333 0.6293333333 0.6293333333 0.6293333333 2.720603065 6.6 107330 62 67 3.7 187 125 62 3.7 549902 225000000 141600000 0.6293333333
0.9436363636 0.1398895886 0.1375335877 0.9436363636 0.8242319749 0.9436363636 7.9621645022 1.1981358371 6.6 71668 57 64 3.5 126 81 45 3.5 325554 55000000 51900000 0.9436363636
0.3214285714 0.1398895886 0.1375335877 0.3214285714 0.2969181522 0.3214285714 0.3214285714 4.192943508 5.5 66189 26 6 2.8 97 6 91 2.8 151402 70000000 22500000 0.3214285714
0.7048275862 0.1398895886 0.1375335877 0.7048275862 0.4590106291 0.8242319749 0.7048275862 1.5297647629 5.2 85314 31 13 2.9 169 22 147 2.9 338687 145000000 102200000 0.7048275862
0.8616666667 0.1398895886 0.0200529859 0.8616666667 0.75 1.1158022775 0.75 1.0942708333 5.1 17691 30 15 3.1 107 16 91 3.1 143311 10000000 7500000 0.75
0.04 -0.186793297 0.0200529859 0.04 1.181 0.8125 0.3129166667 0.1106557814 5.7 20778 N/A 51 2.6 139 71 68 2.6 12443 25000000 1000000 0.04
0.00978 0.5658636704 -0.2213229159 0.00978 0.00978 0.00978 0.00978 3.70489 3.8 324 N/A 29 3.4 17 5 12 3.4 706 10000000 97800 0.00978
0.2692307692 -0.186793297 -0.2213229159 0.2692307692 0.267948718 0.9158653846 0.2692307692 0.4665331705 6.8 16768 66 75 3.2 115 86 29 3.2 72303 13000000 3500000 0.2692307692
1.5193333333 0.1398895886 0.1375335877 1.5193333333 1.4078148148 0.6074227778 1.5547777778 1.3863307692 6.4 223003 49 41 3.6 216 88 128 3.6 552444 150000000 227900000 1.5193333333
1.3083333333 -0.186793297 0.0200529859 1.3083333333 0.7372222222 1.1163690476 1.3333333333 1.0007971014 6.7 122114 56 65 3.5 193 126 67 3.5 234203 24000000 31400000 1.3083333333
1.7106481482 0.1398895886 0.0200529859 1.6296296296 1.3231481482 0.6868244599 1.6296296296 2.0232608236 6.2 17117 63 64 3.4 95 61 34 3.4 187904 27000000 44000000 1.6296296296
1.01 -0.186793297 -0.1649694677 1.01 1.01 1.01 1.01 2.0232608236 6.7 42128 64 76 3.3 159 121 38 3.3 54717 20000000 20200000 1.01
0.7528571429 0.1398895886 0.0200529859 0.7528571429 1.2057142857 1.2057142857 1.2057142857 1.5297647629 5 8887 46 22 3.3 82 18 64 3.3 189847 35000000 42200000 1.2057142857
0.0833333333 0.5658636704 0.0221696157 0.0833333333 0.0833333333 0.0833333333 0.0833333333 0.0863095238 6.2 194 N/A N/A 3.5 3 0 3 3.5 214 3600000 300000 0.0833333333
1.7135135135 0.1398895886 0.1375335877 1.0876156156 1.0486922406 1.2817567568 1.7135135135 1.8103150217 6.3 246125 65 78 3.3 256 199 57 3.3 1311834 185000000 317000000 1.7135135135
0.1418181818 0.5658636704 0.5472955525 0.1418181818 0.1418181818 0.1418181818 0.1418181818 0.7182063882 6.4 39888 58 53 3.2 124 66 58 3.2 63046 55000000 7800000 0.1418181818
1.1265 0.1398895886 0.0200529859 1.928 1.4765 1.2546454183 4.614 1.5697676824 5.4 47125 55 41 3.2 122 50 72 3.2 209692 25000000 48200000 1.928
1.585 -0.186793297 0.0221696157 1.585 0.8125 0.9754166667 0.9414468368 1.3076332898 7.6 104183 84 94 4 226 212 14 4 174652 20000000 31700000 1.585
0.9385526316 -0.186793297 0.5472955525 0.9385526316 0.4421052632 0.5744617225 0.9002192983 1.8446869313 6.6 57458 49 46 3.4 111 51 60 3.4 73293 19000000 8400000 0.4421052632
1.0681818182 0.1398895886 0.1375335877 1.0681818182 1.2931508467 1.0681818182 1.0681818182 1.2919222269 7 43095 60 63 3.4 165 104 61 3.4 63618 22000000 23500000 1.0681818182
0.3285714286 -0.186793297 -0.2213229159 0.3285714286 0.3285714286 0.3285714286 0.5795357143 1.5697676824 6.8 16815 69 67 3.4 140 94 46 3.4 21732 7000000 2300000 0.3285714286
1.472007722 -0.186793297 0.0200529859 1.472007722 1.0100401911 1.6297297297 1.3065990991 1.3076332898 7 187947 63 78 3.3 225 176 49 3.3 183180 37000000 60300000 1.6297297297
